date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:42:00	78871/78871	------	200	untouched ('')	application/javascript	etag:%2287fae68b985fd29a6c42297cb3dd387e-ssl-df%22	https://kerrilive.netlify.app/light/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/bootstrap.bundle.min.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	89501/89501	------	200	untouched ('')	application/javascript	etag:%22d02571e3593c7ac903004599031cdc0e-ssl-df%22	https://kerrilive.netlify.app/light/js/jquery.min.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/jquery.min.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	1961/1961	------	200	untouched ('')	application/javascript	etag:%226744b4096f3f25cb348921f2f3c5f54c-ssl-df%22	https://kerrilive.netlify.app/light/js/jquery.simple-text-rotator.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/jquery.simple-text-rotator.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	24908/24908	------	200	untouched ('')	application/javascript	etag:%22ac12b2535fa8e4ab9cc9f93bf882863e-ssl-df%22	https://kerrilive.netlify.app/light/js/parallax.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/parallax.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	43079/43079	------	200	untouched ('')	application/javascript	etag:%22ec223900f64c9231ed3f698363da9d6d-ssl-df%22	https://kerrilive.netlify.app/light/js/particles.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/particles.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	2814/2814	------	200	untouched ('')	application/javascript	etag:%2299b15de80dcf4259a012cd923f4429d4-ssl-df%22	https://kerrilive.netlify.app/light/js/particles.app.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/particles.app.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	44342/44342	------	200	untouched ('')	application/javascript	etag:%22786a9ae8fb028cc0130159068694476d-ssl-df%22	https://kerrilive.netlify.app/light/js/owl.carousel.min.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/owl.carousel.min.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	1563/1563	------	200	untouched ('')	application/javascript	etag:%228c5466210118d1ee9121563915c03139-ssl-df%22	https://kerrilive.netlify.app/light/js/switcher.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/switcher.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	35624/35624	------	200	untouched ('')	application/javascript	etag:%221eb081a1898e556d84f99a361bcd539b-ssl-df%22	https://kerrilive.netlify.app/light/js/isotope.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/isotope.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	20947/20947	------	200	untouched ('')	application/javascript	etag:%225e13da137cd4516dfccfd607eeb99c57-ssl-df%22	https://kerrilive.netlify.app/light/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/jquery.magnific-popup.min.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	1571/1571	------	200	untouched ('')	application/javascript	etag:%22a95cfc6f6d05fc0e0b9ccfd6bc45b6f3-ssl-df%22	https://kerrilive.netlify.app/light/js/custom.js	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/js/custom.js	(from https://kerrilive.netlify.app/light/index_13.html)
14:42:00	292776/292776	------	200	untouched ('')	application/octet-stream	etag:%22066bb68799bde3a717f0db2ebc43aa3f-ssl-df%22	https://kerrilive.netlify.app/light/fonts/materialdesignicons-webfont.eot?v=2.0.46	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/materialdesignicons-webfontdf71.eot	(from https://kerrilive.netlify.app/light/css/materialdesignicons.min.css)
14:42:00	156/156	------	404	error ('Not%20Found')	text/html	etag:1633357539-ssl-df	https://kerrilive.netlify.app/light/fonts/MobiriseIcons.eot?5dqoim	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/MobiriseIcons.2c73ab.delayed	(from https://kerrilive.netlify.app/light/css/mobiriseicons.css)
14:42:00	292776/292776	------	200	untouched ('')	application/octet-stream	etag:%22066bb68799bde3a717f0db2ebc43aa3f-ssl-df%22	https://kerrilive.netlify.app/light/fonts/materialdesignicons-webfont.eot?	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/materialdesignicons-webfontd41d.eot	(from https://kerrilive.netlify.app/light/css/materialdesignicons.min.css)
14:42:00	109248/109248	------	200	untouched ('')	font/woff2	etag:%22e7a89385f0a8d6786450a6ba6b1de1aa-ssl%22	https://kerrilive.netlify.app/light/fonts/materialdesignicons-webfont.woff2?v=2.0.46	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/materialdesignicons-webfontdf71.woff2	(from https://kerrilive.netlify.app/light/css/materialdesignicons.min.css)
14:42:00	144072/144072	------	200	untouched ('')	application/font-woff	etag:%226c72570d12084848c030c20e37173a12-ssl-df%22	https://kerrilive.netlify.app/light/fonts/materialdesignicons-webfont.woff?v=2.0.46	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/materialdesignicons-webfontdf71.woff	(from https://kerrilive.netlify.app/light/css/materialdesignicons.min.css)
14:42:00	292556/292556	------	200	untouched ('')	font/ttf	etag:%225b57c42d46910c2f53d16ba149a7e403-ssl%22	https://kerrilive.netlify.app/light/fonts/materialdesignicons-webfont.ttf?v=2.0.46	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/materialdesignicons-webfontdf71.ttf	(from https://kerrilive.netlify.app/light/css/materialdesignicons.min.css)
14:42:00	156/156	------	404	error ('Not%20Found')	text/html	etag:1633357539-ssl-df	https://kerrilive.netlify.app/light/fonts/MobiriseIcons.svg?5dqoim	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/MobiriseIcons.2f73ab.delayed	(from https://kerrilive.netlify.app/light/css/mobiriseicons.css)
14:42:00	54304/54304	------	200	untouched ('')	font/ttf	etag:%22cd4d0d236286f37667b6c7853ffcfe4f-ssl%22	https://kerrilive.netlify.app/light/fonts/mobirise.ttf?5dqoim	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/mobirise73ab.ttf	(from https://kerrilive.netlify.app/light/css/mobiriseicons.css)
14:42:00	54380/54380	------	200	untouched ('')	application/font-woff	etag:%22e464bc72569764f41d6f06ed52709c10-ssl-df%22	https://kerrilive.netlify.app/light/fonts/mobirise.woff?5dqoim	C:/My%20Web%20Sites/skybluedev%20website/kerrilive.netlify.app/light/fonts/mobirise73ab.woff	(from https://kerrilive.netlify.app/light/css/mobiriseicons.css)
